Centre Code,Centre Name,Centre Type,Centre Status,Host Centre Code,Host Centre Name,Official Low Year Level,Official High Year Level,Officer In Charge Title,School Level Code,Show Holiday Date,Internet Site,Phone Number,Restrict Contact Outside Teaching Hours,Fax Number,Actual Address Line 1,Actual Address Line 2,Actual Address Line 3,Actual Address Post Code,Postal Address Line 1,Postal Address Line 2,Postal Address Line 3,Postal Address Post Code,Education Geographic Region,Federal Electorate,State Electorate,Local Government Area,Statistical Area Level2,Statistical Area Level2 Code,Remoteness Area,Enrolment Effective Date,All Student Count,Campus All Student Count,Early Childhood Registrations,Campus Early Childhood Registrations,ABN,Sector,Non-State Sector,Longitude,Latitude
3014,Western Suburbs State Special School,Special School,Open,,,Prep Year,Year 12,Principal,07,10 August 2022,www.westernsuburbsspecs.eq.edu.au,(07) 3714 0666,N,(07) 3372 1642,,Glenala Road,Inala,4077,PO Box 231,Inala,,4077,Metropolitan,Oxley,Inala,Brisbane (C),Durack,310011272,Major Cities of Australia,2022 February,193.00,,0.00,,77921672722,State,,152.977642,-27.586882
1244,Westmar State School,State School,Open,,,Early Childhood,Year 6,Principal,02,08 August 2022,www.westmarss.eq.edu.au,(07) 4663 0777,N,(07) 4663 0795,,18425 Moonie Highway,Westmar,4422,18425 Moonie Highway,Westmar,,4422,Darling Downs South West,Maranoa,Warrego,Western Downs (R),Tara,307011178,Remote Australia,2022 February,29.00,,1.00,,93443553569,State,,149.719586,-27.919743
0119,Westwood State School,State School,Open,,,Early Childhood,Year 6,Principal,01,10 June 2022,www.westwoodss.eq.edu.au,(07) 4934 7682,N,(07) 4934 7605,,108 Herbert Street,Westwood,4702,PO Box 5,Westwood,,4702,Central Queensland,Flynn,Mirani,Rockhampton (R),Rockhampton Region - West,308031220,Outer Regional Australia,2022 February,16.00,,6.00,,47403619213,State,,150.154504,-23.617343
1405,Wheatlands State School,State School,Open,,,Prep Year,Year 6,Principal,02,08 August 2022,www.wheatlandsss.eq.edu.au,(07) 4168 4970,N,(07) 4168 4958,,422 Byee Road,Wheatlands,4606,422 Byee Road,Wheatlands via Wondai,,4606,Darling Downs South West,Flynn,Nanango,South Burnett (R),Kingaroy Region - North,319021506,Outer Regional Australia,2022 February,94.00,,0.00,,78964341296,State,,151.845908,-26.224190
1147,Wheatvale State School,State School,Open,,,Prep Year,Year 6,Principal,02,18 March 2022,www.wheatvaless.eq.edu.au,(07) 4667 4786,N,(07) 4667 4820,,4194 Leyburn-Cunningham Road,Wheatvale,4370,4194 Leyburn Cunningham Road,Wheatvale,via Warwick,4370,Darling Downs South West,Maranoa,Southern Downs,Southern Downs (R),Southern Downs - West,307031186,Inner Regional Australia,2022 February,47.00,,0.00,,43217805918,State,,151.879648,-28.165814
1978,White Rock State School,State School,Open,,,Prep Year,Year 6,Principal,05,15 July 2022,www.whiterockss.eq.edu.au,(07) 4036 8888,N,(07) 4036 8800,,Progress Road,White Rock,4868,PO Box 14009,Mount Sheridan,,4868,Far North Queensland,Leichhardt,Mulgrave,Cairns (R),White Rock,306021155,Outer Regional Australia,2022 February,503.00,,0.00,,96643225349,State,,145.743229,-16.987272
2410,Whites Hill State College,State School,Open,,,Prep Year,Year 12,Principal,06,10 August 2022,www.whiteshillsc.eq.edu.au,(07) 3900 8333,N,(07) 3900 8300,,138 Burn Street,Camp Hill,4152,PO Box 42,Carina,,4152,Metropolitan,Griffith,Greenslopes,Brisbane (C),Camp Hill,303011047,Major Cities of Australia,2022 February,780.00,,0.00,,88006060294,State,,153.082127,-27.500677
1980,Whitfield State School,State School,Open,,,Prep Year,Year 6,Principal,06,15 July 2022,www.whitfieldss.eq.edu.au,(07) 4034 7333,N,,,42-74 McManus Street,Whitfield,4870,PO Box 680,Edge Hill,,4870,Far North Queensland,Leichhardt,Cairns,Cairns (R),Whitfield - Edge Hill,306021156,Outer Regional Australia,2022 February,774.00,,0.00,,84760678131,State,,145.728888,-16.911859
0669,Widgee State School,State School,Open,,,Prep Year,Year 6,Principal,02,13 May 2022,www.widgeess.eq.edu.au,(07) 5484 0888,Y,(07) 5484 0800,,2156 Gympie-Woolooga Road,Widgee,4570,2156 Gympie-Woolooga Road,Widgee,,4570,North Coast,Wide Bay,Gympie,Gympie (R),Kilkivan,319031515,Inner Regional Australia,2022 February,53.00,,0.00,,60697018190,State,,152.443141,-26.203830
1972,William Duncan State School,State School,Open,,,Prep Year,Year 6,Principal,05,26 August 2022,www.williamduncanss.eq.edu.au,(07) 5581 4888,N,,,114-136 Alexander Drive,Highland Park,4211,114-136 Alexander Drive,Highland Park,,4211,South East,Moncrieff,Gaven,Gold Coast (C),Highland Park,309061247,Major Cities of Australia,2022 February,582.00,,0.00,,76236364975,State,,153.334308,-28.012749
2186,William Ross State High School,State High School,Open,,,Year 7,Year 12,Principal,07,04 July 2022,www.williamrossshs.eq.edu.au,(07) 4726 7666,N,(07) 4726 7600,,Mervyn Crossman Drive,Annandale,4814,PO Box 1284,Aitkenvale,,4814,North Queensland,Dawson,Mundingburra,Townsville (C),Annandale,318021468,Outer Regional Australia,2022 February,998.00,,0.00,,82045385152,State,,146.800571,-19.314852
0468,Wilsonton State High School,State High School,Open,,,Year 7,Year 12,Principal,07,25 March 2022,www.wilsontonshs.eq.edu.au,(07) 4639 0444,N,(07) 4639 0490,,275 North Street,Wilsonton Heights,4350,PO Box 9786,Wilsonton,,4350,Darling Downs South West,Groom,Toowoomba North,Toowoomba (R),Wilsonton,317011459,Inner Regional Australia,2022 February,909.00,,0.00,,77499035825,State,,151.924360,-27.537615
0394,Wilsonton State School,State School,Open,,,Prep Year,Year 6,Principal,06,25 March 2022,www.wilsontonss.eq.edu.au,(07) 4637 1222,N,(07) 4637 1200,,429 Bridge Street,Wilsonton,4350,PO Box 9659,Wilsonton,,4350,Darling Downs South West,Groom,Toowoomba North,Toowoomba (R),Wilsonton,317011459,Inner Regional Australia,2022 February,490.00,,0.00,,33732880084,State,,151.922140,-27.542939
1485,Wilston State School,State School,Open,,,Prep Year,Year 6,Principal,06,10 August 2022,www.wilstonss.eq.edu.au,(07) 3552 8444,N,(07) 3552 8400,,Primrose Street,Grange,4051,PO Box 6,Grange,,4051,Metropolitan,Brisbane,Stafford,Brisbane (C),Grange,305031123,Major Cities of Australia,2022 February,867.00,,0.00,,22187738662,State,,153.015055,-27.428930
1990,Windaroo State School,State School,Open,,,Prep Year,Year 6,Principal,06,08 August 2022,www.windarooss.eq.edu.au,(07) 3382 4333,N,,,300 Mount Warren Boulevard,Mount Warren Park,4207,300 Mount Warren Boulevard,Mount Warren Park,,4207,South East,Forde,Macalister,Logan (C),Mount Warren Park,311021309,Major Cities of Australia,2022 February,915.00,,0.00,,70685975947,State,,153.195859,-27.732148
2189,Windaroo Valley State High School,State High School,Open,,,Year 7,Year 12,Principal,07,08 August 2022,www.windaroovalleyshs.eq.edu.au,(07) 3804 2333,N,(07) 3804 2300,,240 Beaudesert Beenleigh Road,Bahrs Scrub,4207,PO Box 1427,Beenleigh,,4207,South East,Forde,Macalister,Logan (C),Wolffdene - Bahrs Scrub,311021310,Major Cities of Australia,2022 February,1243.00,,0.00,,99828329457,State,,153.190116,-27.740466
0292,Windera State School,State School,Open,,,Prep Year,Year 6,Principal,01,08 August 2022,www.winderass.eq.edu.au,(07) 4168 6153,N,(07) 4168 6294,,2588 Gayndah - Murgon Road,Windera,4605,MS 571,via Murgon,,4605,Darling Downs South West,Wide Bay,Nanango,South Burnett (R),Kingaroy Region - North,319021506,Outer Regional Australia,2022 February,22.00,,0.00,,71404713279,State,,151.828998,-26.052838
0461,Windorah State School,State School,Open,,,Early Childhood,Year 6,Principal,01,13 May 2022,www.windorahss.eq.edu.au,(07) 4656 3128,N,(07) 4656 3120,,8 Victoria Street,Windorah,4481,8 Victoria Street,Windorah,,4481,Central Queensland,Maranoa,Gregory,Barcoo (S),Far Central West,315031410,Very Remote Australia,2022 February,10.00,,0.00,,91951576877,State,,142.654238,-25.420281
0011,Windsor State School,State School,Open,,,Prep Year,Year 6,Principal,05,10 August 2022,www.windsorss.eq.edu.au,(07) 3866 4333,N,(07) 3866 4300,,Harris Street,Windsor,4030,Harris Street,Windsor,,4030,Metropolitan,Brisbane,Clayfield,Brisbane (C),Windsor,305031130,Major Cities of Australia,2022 February,702.00,,0.00,,90255389988,State,,153.029634,-27.430523
0603,Winfield State School,State School,Open,,,Early Childhood,Year 6,Principal,01,26 May 2022,www.winfieldss.eq.edu.au,(07) 4155 7550,N,(07) 4156 6161,,1091 Winfield Road,Winfield,4670,1091 Winfield Road,MS 1247,Winfield,4670,North Coast,Flynn,Burnett,Bundaberg (R),Bundaberg Region - North,319011498,Outer Regional Australia,,,,,,21485129024,State,,152.017414,-24.545766
0478,Winton State School,State School,Open,,,Early Childhood,Year 12,Principal,03,01 November 2022,www.wintonss.eq.edu.au,(07) 4657 2333,N,(07) 4657 1711,,71 Cork Street,Winton,4735,PO Box 298,Winton,,4735,Central Queensland,Maranoa,Gregory,Winton (S),Far Central West,315031410,Very Remote Australia,2022 February,75.00,,0.00,,20863016208,State,,143.038730,-22.385625
0633,Wishart State School,State School,Open,,,Prep Year,Year 6,Principal,06,10 August 2022,www.wishartss.eq.edu.au,(07) 3849 0555,N,,,Morella Street,Wishart,4122,Morella Street,Wishart,,4122,Metropolitan,Bonner,Mansfield,Brisbane (C),Wishart,303031066,Major Cities of Australia,2022 February,982.00,,0.00,,17560925274,State,,153.094536,-27.549592
1930,Withcott State School,State School,Open,,,Prep Year,Year 6,Principal,03,08 August 2022,www.withcottss.eq.edu.au,(07) 4614 9333,N,(07) 4614 9300,,26 Biggs Road,Withcott,4352,26 Biggs Road,Withcott,,4352,Darling Downs South West,Wright,Lockyer,Lockyer Valley (R),Lockyer Valley - West,317011451,Inner Regional Australia,2022 February,227.00,,0.00,,65618790577,State,,152.023728,-27.559457
0881,Wolvi State School,State School,Open,,,Prep Year,Year 6,Principal,02,13 May 2022,www.wolviss.eq.edu.au,(07) 5487 6777,N,(07) 5487 6700,,936 Kin Kin Road,Wolvi,4570,936 Kin Kin Road,Wolvi,via Gympie,4570,North Coast,Wide Bay,Gympie,Gympie (R),Gympie Region,319031514,Inner Regional Australia,2022 February,25.00,,0.00,,13205588532,State,,152.817628,-26.149244
1065,Wondai State School,State School,Open,,,Prep Year,Year 9,Principal,03,08 August 2022,www.wondaiss.eq.edu.au,(07) 4169 2333,N,(07) 4169 2300,,32 Kent Street,Wondai,4606,PO Box 44,Wondai,,4606,Darling Downs South West,Flynn,Nanango,South Burnett (R),Kingaroy Region - North,319021506,Outer Regional Australia,2022 February,126.00,,0.00,,28376995362,State,,151.882125,-26.320722
0416,Wondall Heights State School,State School,Open,,,Prep Year,Year 6,Principal,05,10 August 2022,www.wondallheightsss.eq.edu.au,(07) 3906 6444,N,(07) 3906 6400,,Wondall Road,Manly West,4179,PO Box 9010,Wynnum Plaza,Wynnum West,4178,Metropolitan,Bonner,Lytton,Brisbane (C),Manly West,301031016,Major Cities of Australia,2022 February,631.00,,0.00,,81109511049,State,,153.158732,-27.464146
1614,Wonga Beach State School,State School,Open,,,Early Childhood,Year 6,Principal,02,18 July 2022,www.wongabchss.eq.edu.au,(07) 4099 9777,N,(07) 4099 9700,,48-74 Snapper Island Drive,Wonga Beach,4873,48-74 Snapper Island Drive,Wonga,,4873,Far North Queensland,Leichhardt,Cook,Douglas (S),Daintree,306041164,Outer Regional Australia,2022 February,100.00,,15.00,,33804603872,State,,145.412915,-16.341964
0456,Woodcrest State College,State School,Open,,,Early Childhood,Year 12,Executive Principal,08,13 May 2022,www.woodcrestsc.eq.edu.au,(07) 3280 2444,N,(07) 3280 2400,,38 Nev Smith Drive,Springfield,4300,PO Box 4016,Springfield,,4300,Metropolitan,Oxley,Jordan,Ipswich (C),Springfield,310041303,Major Cities of Australia,2022 February,1729.00,,9.00,,27310256389,State,,152.918473,-27.657283
0370,Woodford State School,State School,Open,,,Prep Year,Year 10,Principal,05,08 August 2022,www.woodfordss.eq.edu.au,(07) 5422 5333,N,(07) 5422 5300,,171 Archer Street,Woodford,4514,PO Box 1012,Woodford,,4514,North Coast,Longman,Glass House,Moreton Bay (R),Woodford - D'Aguilar,313031371,Inner Regional Australia,2022 February,445.00,,0.00,,34098002850,State,,152.780676,-26.961775
0122,Woodhill State School,State School,Open,,,Prep Year,Year 6,Principal,03,08 August 2022,www.woodhillss.eq.edu.au,(07) 5548 9222,N,(07) 5548 9200,,6027 Mount Lindesay Highway,Woodhill,4285,6027 Mount Lindesay Highway,Woodhill,,4285,South East,Wright,Scenic Rim,Logan (C),Jimboomba,311041321,Inner Regional Australia,2022 February,198.00,,0.00,,29724735160,State,,152.973734,-27.892934
7121,WoodLinks State School,State School,Open,,,Prep Year,Year 6,Principal,05,13 May 2022,www.woodlinksss.eq.edu.au,(07) 3381 4666,N,(07) 3818 9658,,WoodLinks Way,Collingwood Park,4301,WoodLinks Way,Collingwood Park,,4301,Metropolitan,Blair,Bundamba,Ipswich (C),Collingwood Park - Redbank,310041299,Major Cities of Australia,2022 February,801.00,,0.00,,29031094726,State,,152.852767,-27.630223
0647,Woodridge North State School,State School,Open,,,Prep Year,Year 6,Principal,05,08 August 2022,www.woodridgenorthss.eq.edu.au,(07) 3380 6333,N,(07) 3380 6300,,Arthur Street,Woodridge,4114,PO Box 881,Woodridge,,4114,South East,Rankin,Woodridge,Logan (C),Woodridge,311061336,Major Cities of Australia,2022 February,462.00,,0.00,,13753730750,State,,153.106207,-27.626417
2128,Woodridge State High School,State High School,Open,,,Year 7,Year 12,Principal,09,08 August 2022,www.woodridgeshs.eq.edu.au,(07) 3290 7222,N,(07) 3290 7200,,Wembley Road,Logan Central,4114,PO Box 417,Woodridge,,4114,South East,Rankin,Woodridge,Logan (C),Logan Central,311061331,Major Cities of Australia,2022 February,1212.00,,0.00,,64920334478,State,,153.099157,-27.643320
0704,Woodridge State School,State School,Open,,,Prep Year,Year 6,Principal,06,08 August 2022,www.woodridgess.eq.edu.au,(07) 3440 2333,N,(07) 3440 2300,,113-131 Cnr Wembley Road & Railway Parade,Logan Central,4114,PO Box 297,Woodridge,,4114,South East,Rankin,Woodridge,Logan (C),Logan Central,311061331,Major Cities of Australia,2022 February,668.00,,0.00,,73113036478,State,,153.104853,-27.641503
0615,Woodstock State School,State School,Open,,,Prep Year,Year 6,Principal,02,04 July 2022,www.woodstockss.eq.edu.au,(07) 4780 2333,N,,,Woodstock Avenue,Woodstock,4816,c/- Post Office,Woodstock,,4816,North Queensland,Kennedy,Burdekin,Townsville (C),Townsville - South,318021489,Outer Regional Australia,2022 February,31.00,,0.00,,19564997736,State,,146.835172,-19.598092
3042,Woody Point Special School,Special School,Open,,,Early Childhood,Year 6,Principal,06,08 August 2022,www.woodypointspecs.eq.edu.au,(07) 3480 4333,N,(07) 3480 4300,,85 Georgina Street,Woody Point,4019,PO Box 44,Woody Point,,4019,North Coast,Petrie,Redcliffe,Moreton Bay (R),Margate - Woody Point,313051378,Major Cities of Australia,2022 February,116.00,,50.00,,24316152610,State,,153.100510,-27.255755
1378,Woolooga State School,State School,Open,,,Prep Year,Year 6,Principal,01,13 May 2022,www.wooloogass.eq.edu.au,(07) 5484 7171,N,(07) 5484 7207,,Edwards Road,Woolooga,4570,Edwards Road,Woolooga,,4570,North Coast,Wide Bay,Nanango,Gympie (R),Kilkivan,319031515,Inner Regional Australia,2022 February,11.00,,0.00,,56858396713,State,,152.395864,-26.048394
1463,Wooloowin State School,State School,Open,,,Prep Year,Year 6,Principal,04,10 August 2022,www.wooloowinss.eq.edu.au,(07) 3622 1777,N,(07) 3622 1700,,663 Lutwyche Road,Wooloowin,4030,PO Box 1277,Lutwyche,,4030,Metropolitan,Brisbane,Clayfield,Brisbane (C),Wooloowin - Lutwyche,305031131,Major Cities of Australia,2022 February,328.00,,0.00,,20014061676,State,,153.036600,-27.417359
0476,Woombye State School,State School,Open,,,Prep Year,Year 6,Principal,05,10 June 2022,www.woombyess.eq.edu.au,(07) 5451 3222,N,(07) 5451 3200,,95 Pine Grove Road,Woombye,4559,95 Pine Grove Road,Woombye,,4559,North Coast,Fairfax,Nicklin,Sunshine Coast (R),Nambour,316071548,Major Cities of Australia,2022 February,462.00,,0.00,,16738593645,State,,152.973825,-26.667791
0350,Woongarra State School,State School,Open,,,Prep Year,Year 6,Principal,05,26 May 2022,www.woongarrass.eq.edu.au,(07) 4150 6333,N,(07) 4155 6198,,468 Elliott Heads Road,Woongarra,4670,468 Elliott Heads Road,Bundaberg,,4670,North Coast,Hinkler,Burnett,Bundaberg (R),Bargara - Burnett Heads,319011493,Inner Regional Australia,2022 February,444.00,,0.00,,18045304075,State,,152.405673,-24.878923
0039,Woongoolba State School,State School,Open,,,Prep Year,Year 6,Principal,03,26 August 2022,www.woongoolbass.eq.edu.au,(07) 5547 4333,N,(07) 5547 4300,,1219 Jacobs Well Road,Woongoolba,4207,1219 Jacobs Well Road,Woongoolba,,4207,South East,Fadden,Coomera,Gold Coast (C),Jacobs Well - Alberton,309071254,Inner Regional Australia,2022 February,228.00,,0.00,,83325391600,State,,153.319385,-27.745145
0617,Woorabinda State School,State School,Open,,,Early Childhood,Year 6,Principal,04,09 June 2022,www.woorabindass.eq.edu.au,(07) 4913 2222,N,(07) 4935 0359,,Carbine Street,Woorabinda,4713,Carbine Street,Woorabinda,,4713,Central Queensland,Flynn,Gregory,Woorabinda (S),Central Highlands - East,308011190,Remote Australia,2022 February,164.00,,27.00,,39409879807,State,,149.456117,-24.136539
0947,Wooroolin State School,State School,Open,,,Prep Year,Year 6,Principal,02,08 August 2022,www.wooroolinss.eq.edu.au,(07) 4164 2230,N,,,34 Frederick Street,Wooroolin,4608,PO Box 12,Wooroolin,,4608,Darling Downs South West,Maranoa,Nanango,South Burnett (R),Kingaroy Region - South,319021507,Outer Regional Australia,2022 February,52.00,,0.00,,53158137362,State,,151.812085,-26.409120
2162,Woree State High School,State High School,Open,,,Year 7,Year 12,Principal,07,15 July 2022,www.woreeshs.eq.edu.au,(07) 4081 5222,N,(07) 4081 5200,,Rigg Street,Woree,4868,PO Box 12026,Cairns DC,,4870,Far North Queensland,Leichhardt,Mulgrave,Cairns (R),Woree,306021157,Outer Regional Australia,2022 February,906.00,,0.00,,94967157538,State,,145.741894,-16.960249
1902,Woree State School,State School,Open,,,Prep Year,Year 6,Principal,06,15 July 2022,www.woreess.eq.edu.au,(07) 4054 9111,N,(07) 4054 9100,,Cnr Rigg & Windarra Streets,Woree,4868,Cnr Rigg & Windarra Streets,Woree,,4868,Far North Queensland,Leichhardt,Mulgrave,Cairns (R),Woree,306021157,Outer Regional Australia,2022 February,608.00,,0.00,,62125719820,State,,145.741352,-16.959770
1993,Worongary State School,State School,Open,,,Prep Year,Year 6,Principal,05,26 August 2022,www.worongaryss.eq.edu.au,(07) 5502 4444,N,(07) 5502 4400,,2 Delta Cove Drive,Worongary,4213,2 Delta Cove Drive,Worongary,,4213,South East,Moncrieff,Gaven,Gold Coast (C),Highland Park,309061247,Major Cities of Australia,2022 February,656.00,,0.00,,51654652471,State,,153.341902,-28.022744
0919,Wowan State School,State School,Open,,,Early Childhood,Year 6,Principal,02,09 June 2022,www.wowanss.eq.edu.au,(07) 4937 1133,N,(07) 4937 1003,,Don Street,Wowan,4702,Don Street,Wowan,,4702,Central Queensland,Flynn,Callide,Banana (S),Banana,308041528,Outer Regional Australia,2022 February,38.00,,3.00,,15085785464,State,,150.193801,-23.910494
0547,Wulguru State School,State School,Open,,,Prep Year,Year 6,Principal,04,04 July 2022,www.wulguruss.eq.edu.au,(07) 4799 8777,N,(07) 4799 8700,,Edison Street,Wulguru,4811,PO Box 2541,Idalia,,4811,North Queensland,Dawson,Mundingburra,Townsville (C),Wulguru - Roseneath,318021491,Outer Regional Australia,2022 February,230.00,,0.00,,20503607004,State,,146.812138,-19.324552
0802,Wyandra State School,State School,Open,,,Early Childhood,Year 6,Principal,01,20 May 2022,www.wyandrass.eq.edu.au,(07) 4654 0280,Y,(07) 4654 0328,,Moody Street,Wyandra,4489,Moody St,Wyandra,,4489,Darling Downs South West,Maranoa,Warrego,Paroo (S),Far South West,315031411,Very Remote Australia,2022 February,8.00,,1.00,,78685894870,State,,145.977966,-27.245445
2021,Wynnum State High School,State High School,Open,,,Year 7,Year 12,Principal,07,10 August 2022,www.wynnumshs.eq.edu.au,(07) 3906 7333,N,(07) 3906 7300,,Peel Street,Wynnum,4178,PO Box 797,Wynnum,,4178,Metropolitan,Bonner,Lytton,Brisbane (C),Wynnum,301031020,Major Cities of Australia,2022 February,1123.00,,0.00,,48682450518,State,,153.176607,-27.454981
